date,setting_type,county,facility,cases_employee,deaths_employee,cases_students,deaths_students,status
2020-10-13,School,Onslow,Richlands High School,4,0,1,0,ongoing
2020-12-11,Child Care,Onslow,Teachable Moments,5,0,0,0,ongoing
2020-12-18,Child Care,Onslow,Teachable Moments,5,0,0,0,ongoing
2020-12-22,Child Care,Onslow,Teachable Moments,5,0,0,0,ongoing
2020-11-13,Child Care,Orange,Knee High Preschool,5,0,1,0,ongoing
2020-11-17,Child Care,Orange,Knee High Preschool,5,0,1,0,ongoing
2020-11-24,Child Care,Orange,Knee High Preschool,5,0,1,0,ongoing
2020-12-11,Child Care,Orange,Knee High Preschool,5,0,1,0,ongoing
2020-12-18,Child Care,Orange,Knee High Preschool,5,0,1,0,resolved
2021-02-05,Child Care,Orange,Master's Garden Preschool,6,0,6,0,ongoing
2021-02-05,Child Care,Person,Early Intervention,4,0,3,0,ongoing
2020-10-27,K-12 School,Person,Helena Elementary School,4,0,2,0,ongoing
2020-10-30,K-12 School,Person,Helena Elementary School,4,0,2,0,ongoing
2020-11-03,K-12 School,Person,Helena Elementary School,4,0,2,0,ongoing
2020-11-06,K-12 School,Person,Helena Elementary School,4,0,2,0,ongoing
2020-11-10,K-12 School,Person,Helena Elementary School,4,0,2,0,ongoing
2020-11-13,K-12 School,Person,Helena Elementary School,4,0,2,0,ongoing
2020-11-17,K-12 School,Person,Helena Elementary School,4,0,2,0,ongoing
2020-11-20,K-12 School,Person,Helena Elementary School,4,0,2,0,ongoing
2020-11-24,K-12 School,Person,Helena Elementary School,4,0,2,0,ongoing
2020-12-01,K-12 School,Person,Helena Elementary School,4,0,2,0,ongoing
2020-12-04,K-12 School,Person,Helena Elementary School,4,0,2,0,ongoing
2020-12-08,K-12 School,Person,Helena Elementary School,4,0,2,0,ongoing
2020-12-11,K-12 School,Person,Helena Elementary School,1,0,4,0,ongoing
2020-12-11,K-12 School,Person,Helena Elementary School,4,0,2,0,resolved
2020-12-15,K-12 School,Person,Helena Elementary School,1,0,4,0,ongoing
2020-12-18,K-12 School,Person,Helena Elementary School,1,0,4,0,ongoing
2020-12-22,K-12 School,Person,Helena Elementary School,1,0,4,0,ongoing
2021-01-05,K-12 School,Person,Helena Elementary School,1,0,4,0,ongoing
2021-01-08,K-12 School,Person,Helena Elementary School,1,0,4,0,ongoing
2021-01-12,K-12 School,Person,Helena Elementary School,1,0,4,0,ongoing
2021-01-15,K-12 School,Person,Helena Elementary School,1,0,4,0,ongoing
2021-01-19,K-12 School,Person,Helena Elementary School,1,0,4,0,ongoing
2021-01-22,K-12 School,Person,Helena Elementary School,1,0,4,0,ongoing
2021-01-26,K-12 School,Person,Helena Elementary School,1,0,4,0,ongoing
2021-01-29,K-12 School,Person,Helena Elementary School,1,0,4,0,ongoing
2020-09-22,Child Care,Person,Mother Goose Early Learning Center,4,0,1,0,ongoing
2020-09-25,Child Care,Person,Mother Goose Early Learning Center,4,0,1,0,ongoing
2020-09-29,Child Care,Person,Mother Goose Early Learning Center,4,0,1,0,ongoing
2020-10-02,Child Care,Person,Mother Goose Early Learning Center,4,0,1,0,ongoing
2020-10-13,Child Care,Person,Mother Goose Early Learning Center,4,0,1,0,ongoing
2020-10-30,Child Care,Person,Mother Goose Early Learning Center,4,0,1,0,ongoing
2020-11-13,Child Care,Person,Mother Goose Early Learning Center,4,0,1,0,ongoing
2020-11-17,Child Care,Person,Mother Goose Early Learning Center,4,0,1,0,resolved
2020-11-24,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2020-12-01,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2020-12-04,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2020-12-08,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2020-12-11,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2020-12-15,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2020-12-18,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2020-12-22,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2021-01-05,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2021-01-08,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2021-01-12,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2021-01-15,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2021-01-19,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2021-01-22,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2021-01-26,K-12 School,Person,Northern Middle School,3,0,2,0,ongoing
2021-01-05,K-12 School,Person,Person High School,0,0,7,0,ongoing
2021-01-08,K-12 School,Person,Person High School,0,0,7,0,ongoing
2021-01-12,K-12 School,Person,Person High School,0,0,7,0,ongoing
2021-01-15,K-12 School,Person,Person High School,0,0,7,0,ongoing
2021-01-19,K-12 School,Person,Person High School,0,0,7,0,ongoing
2021-01-22,K-12 School,Person,Person High School,0,0,7,0,ongoing
2021-01-26,K-12 School,Person,Person High School,0,0,7,0,ongoing
2021-01-29,K-12 School,Person,Person High School,0,0,7,0,ongoing
2021-02-02,K-12 School,Person,Person High School,0,0,7,0,ongoing
2021-02-05,K-12 School,Person,Person High School,0,0,7,0,ongoing
2020-12-11,K-12 School,Person,Roxboro Community School,1,0,4,0,ongoing
2020-12-15,K-12 School,Person,Roxboro Community School,1,0,4,0,ongoing
2020-12-18,K-12 School,Person,Roxboro Community School,1,0,4,0,ongoing
2020-12-22,K-12 School,Person,Roxboro Community School,1,0,4,0,ongoing
2021-01-05,K-12 School,Person,Roxboro Community School,1,0,4,0,ongoing
2021-01-08,K-12 School,Person,Roxboro Community School,1,0,4,0,ongoing
2021-01-12,K-12 School,Person,Roxboro Community School,1,0,4,0,ongoing
2021-01-15,K-12 School,Person,Roxboro Community School,1,0,4,0,ongoing
2021-01-19,K-12 School,Person,Roxboro Community School,1,0,4,0,ongoing
2021-01-22,K-12 School,Person,Roxboro Community School,1,0,4,0,ongoing
2021-01-26,K-12 School,Person,Roxboro Community School,1,0,4,0,ongoing
2021-01-26,Child Care,Pitt,East Carolina Kiddie College,2,0,3,0,ongoing
2021-01-26,K-12 School,Polk,Sunny View Elementary,1,0,5,0,ongoing
2021-01-29,K-12 School,Polk,Sunny View Elementary,1,0,5,0,ongoing
2021-02-02,K-12 School,Polk,Sunny View Elementary,1,0,5,0,ongoing
2021-02-05,K-12 School,Polk,Sunny View Elementary,1,0,5,0,ongoing
2020-09-25,School,Randolph,Bailey's Grove Baptist High School,0,0,5,0,ongoing
2020-09-29,School,Randolph,Bailey's Grove Baptist High School,0,0,5,0,ongoing
2020-10-02,School,Randolph,Bailey's Grove Baptist High School,0,0,5,0,ongoing
2020-10-13,School,Randolph,Bailey's Grove Baptist High School,0,0,5,0,ongoing
2020-09-22,Child Care,Randolph,First Church of God Dayschool,5,0,1,0,ongoing
2020-09-25,Child Care,Randolph,First Church of God Dayschool,5,0,1,0,ongoing
2020-09-29,Child Care,Randolph,First Church of God Dayschool,5,0,0,0,ongoing
2020-10-02,Child Care,Randolph,First Church of God Dayschool,5,0,0,0,ongoing
2020-10-13,Child Care,Randolph,First Church of God Dayschool,5,0,0,0,ongoing
2020-10-30,K-12 School,Randolph,Level Cross Elementary School,4,0,1,0,ongoing
2020-11-03,K-12 School,Randolph,Level Cross Elementary School,4,0,1,0,ongoing
2020-11-06,K-12 School,Randolph,Level Cross Elementary School,4,0,1,0,ongoing
2020-11-10,K-12 School,Randolph,Level Cross Elementary School,4,0,1,0,ongoing
2020-11-13,K-12 School,Randolph,Level Cross Elementary School,4,0,1,0,ongoing
2020-11-17,K-12 School,Randolph,Level Cross Elementary School,4,0,1,0,ongoing
2020-11-20,K-12 School,Randolph,Level Cross Elementary School,4,0,1,0,ongoing
2020-11-24,K-12 School,Randolph,Level Cross Elementary School,4,0,1,0,ongoing
2020-10-13,School,Richmond,Fairview Heights Elementary,3,0,3,0,ongoing
2020-10-20,K-12 School,Richmond,Fairview Heights Elementary,3,0,3,0,ongoing
2020-10-23,K-12 School,Richmond,Fairview Heights Elementary,3,0,3,0,ongoing
2020-10-27,K-12 School,Richmond,Fairview Heights Elementary,3,0,3,0,ongoing
2020-10-30,K-12 School,Richmond,Fairview Heights Elementary,3,0,3,0,ongoing
2020-11-03,K-12 School,Richmond,Fairview Heights Elementary,3,0,3,0,ongoing
2020-11-06,K-12 School,Richmond,Fairview Heights Elementary,3,0,3,0,ongoing
2020-11-10,K-12 School,Richmond,Fairview Heights Elementary,3,0,3,0,ongoing
2020-11-13,K-12 School,Richmond,Fairview Heights Elementary,3,0,3,0,ongoing
2020-11-17,K-12 School,Richmond,Fairview Heights Elementary,3,0,3,0,ongoing
2020-11-20,K-12 School,Richmond,Fairview Heights Elementary,3,0,3,0,ongoing
2020-11-24,K-12 School,Richmond,Fairview Heights Elementary,3,0,3,0,ongoing
2020-12-01,K-12 School,Richmond,Fairview Heights Elementary,3,0,3,0,ongoing
2020-09-29,School,Robeson,East Robeson Elementary School,5,0,0,0,ongoing
2020-10-02,School,Robeson,East Robeson Elementary School,5,0,0,0,ongoing
2020-10-13,School,Robeson,East Robeson Elementary School,5,0,0,0,ongoing
2020-10-20,K-12 School,Robeson,East Robeson Elementary School,5,0,0,0,ongoing
2020-10-23,K-12 School,Robeson,East Robeson Elementary School,5,0,0,0,ongoing
2020-10-27,K-12 School,Robeson,East Robeson Elementary School,5,0,0,0,ongoing
2020-10-30,K-12 School,Robeson,East Robeson Elementary School,5,0,0,0,ongoing
2020-11-03,K-12 School,Robeson,East Robeson Elementary School,5,0,0,0,ongoing
2020-11-06,K-12 School,Robeson,East Robeson Elementary School,5,0,0,0,ongoing
2020-11-10,K-12 School,Robeson,East Robeson Elementary School,5,0,0,0,ongoing
2020-11-13,K-12 School,Robeson,East Robeson Elementary School,5,0,0,0,resolved
2020-10-13,Child Care,Robeson,Island Grove Daycare,5,0,0,0,ongoing
2020-10-30,Child Care,Robeson,Island Grove Daycare,5,0,0,0,ongoing
2020-11-13,Child Care,Robeson,Island Grove Daycare,5,0,0,0,resolved
2021-02-05,K-12 School,Robeson,Red Springs High School,0,0,7,0,ongoing
2020-10-23,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-10-27,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-10-30,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-11-03,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-11-06,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-11-10,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-11-13,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-11-17,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-11-20,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-11-24,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-12-01,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-12-04,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-12-08,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-12-11,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-12-15,K-12 School,Rockingham,J.E. Holmes Middle School,4,0,2,0,ongoing
2020-12-18,K-12 School,Rockingham,J.E. Holmes Middle School,9,0,3,0,resolved
2020-08-21,School,Rowan,North Hills Christian School,5,0,0,0,ongoing
2020-08-25,School,Rowan,North Hills Christian School,5,0,0,0,ongoing
2020-08-28,School,Rowan,North Hills Christian School,5,0,0,0,ongoing
2020-10-30,K-12 School,Rowan,Rockwell Christian School,5,0,15,0,ongoing
2020-11-03,K-12 School,Rowan,Rockwell Christian School,5,0,15,0,ongoing
2020-11-06,K-12 School,Rowan,Rockwell Christian School,5,0,15,0,ongoing
2020-11-10,K-12 School,Rowan,Rockwell Christian School,5,0,15,0,ongoing
2020-11-13,K-12 School,Rowan,Rockwell Christian School,5,0,13,0,ongoing
2020-11-17,K-12 School,Rowan,Rockwell Christian School,5,0,13,0,ongoing
2020-09-22,Child Care,Rowan,St. Peter's Lutheran Church Preschool,6,0,5,0,ongoing
2020-09-25,Child Care,Rowan,St. Peter's Lutheran Church Preschool,6,0,5,0,ongoing
2020-09-29,Child Care,Rowan,St. Peter's Lutheran Church Preschool,6,0,5,0,ongoing
2020-10-02,Child Care,Rowan,St. Peter's Lutheran Church Preschool,6,0,5,0,resolved
2020-12-01,K-12 School,Sampson,Midway High School,6,0,0,0,ongoing
2020-12-04,K-12 School,Sampson,Midway High School,6,0,0,0,ongoing
2020-12-08,K-12 School,Sampson,Midway High School,6,0,0,0,ongoing
2020-12-11,K-12 School,Sampson,Midway High School,6,0,0,0,ongoing
2020-11-20,K-12 School,Sampson,Midway High school,5,0,0,0,ongoing
2020-11-24,K-12 School,Sampson,Midway High school,5,0,0,0,ongoing
2020-08-28,School,Sampson,Plainview Elementary School,4,0,1,0,ongoing
2020-09-22,School,Sampson,Plainview Elementary School,5,0,1,0,ongoing
2020-09-25,School,Sampson,Plainview Elementary School,5,0,1,0,ongoing
2020-09-29,School,Sampson,Plainview Elementary School,5,0,1,0,ongoing
2020-10-02,School,Sampson,Plainview Elementary School,5,0,1,0,resolved
2020-10-27,K-12 School,Sampson,Tarheel Challenge,7,0,3,0,ongoing
2020-10-30,K-12 School,Sampson,Tarheel Challenge,7,0,3,0,ongoing
2020-11-03,K-12 School,Sampson,Tarheel Challenge,7,0,3,0,ongoing
2020-11-06,K-12 School,Sampson,Tarheel Challenge Academy,7,0,3,0,ongoing
2020-11-10,K-12 School,Sampson,Tarheel Challenge Academy,7,0,3,0,ongoing
2020-11-13,K-12 School,Sampson,Tarheel Challenge Academy,7,0,3,0,ongoing
2020-11-17,K-12 School,Sampson,Tarheel Challenge Academy,7,0,3,0,ongoing
2020-12-01,K-12 School,Scotland,Shaw Academy,0,0,6,0,ongoing
2020-12-04,K-12 School,Scotland,Shaw Academy,7,0,0,0,ongoing
2020-12-08,K-12 School,Scotland,Shaw Academy,7,0,0,0,ongoing
2020-12-11,K-12 School,Scotland,Shaw Academy,7,0,0,0,ongoing
2020-12-15,K-12 School,Scotland,Shaw Academy,9,0,0,0,ongoing
2020-12-18,K-12 School,Scotland,Shaw Academy,9,0,0,0,ongoing
2020-12-22,K-12 School,Scotland,Shaw Academy,9,0,0,0,ongoing
2021-01-05,K-12 School,Scotland,Shaw Academy,9,0,0,0,ongoing
2021-01-08,K-12 School,Scotland,Shaw Academy,9,0,0,0,ongoing
2021-01-12,K-12 School,Scotland,Shaw Academy,9,0,0,0,ongoing
2021-01-15,K-12 School,Scotland,Shaw Academy,9,0,0,0,ongoing
2021-01-19,K-12 School,Scotland,Shaw Academy,9,0,0,0,ongoing
2021-01-22,K-12 School,Scotland,Shaw Academy,9,0,0,0,ongoing
2021-01-26,K-12 School,Scotland,Shaw Academy,9,0,0,0,ongoing
2021-01-29,K-12 School,Scotland,Shaw Academy,9,0,0,0,ongoing
2021-02-05,K-12 School,Stokes,Mt Olive Elementary School,3,0,3,0,ongoing
2021-01-26,Child Care,Surry,Pleasant Hill Baptist Church Daycare,3,0,3,0,ongoing
2021-02-05,Child Care,Surry,Pleasant Hill Baptist Church Daycare,6,0,8,0,ongoing
2021-01-05,K-12 School,Swain,Swain County School,3,0,5,0,ongoing
2021-01-08,K-12 School,Swain,Swain County School,3,0,5,0,ongoing
2021-01-12,K-12 School,Swain,Swain County School,3,0,5,0,ongoing
2021-01-15,K-12 School,Swain,Swain County School,3,0,5,0,ongoing
2021-01-19,K-12 School,Swain,Swain County School,3,0,5,0,ongoing
2021-01-22,K-12 School,Swain,Swain County School,3,0,5,0,ongoing
2021-01-26,K-12 School,Swain,Swain County School,3,0,5,0,ongoing
2020-12-04,K-12 School,Transylvania,Rosman High School,2,0,7,0,ongoing
2020-12-08,K-12 School,Transylvania,Rosman High School,2,0,7,0,ongoing
2020-12-11,K-12 School,Transylvania,Rosman High School,2,0,7,0,ongoing
2020-12-15,K-12 School,Transylvania,Rosman High School,2,0,7,0,ongoing
2020-12-18,K-12 School,Transylvania,Rosman High School,2,0,7,0,ongoing
2020-12-22,K-12 School,Transylvania,Rosman High School,2,0,7,0,ongoing
2021-01-05,K-12 School,Transylvania,Rosman High School,2,0,7,0,ongoing
2021-01-08,K-12 School,Transylvania,Rosman High School,2,0,7,0,ongoing
2021-01-12,K-12 School,Transylvania,Rosman High School,2,0,7,0,ongoing
2021-01-15,K-12 School,Transylvania,Rosman High School,2,0,7,0,ongoing
2021-01-19,K-12 School,Transylvania,Rosman High School,2,0,7,0,ongoing
2021-01-22,K-12 School,Transylvania,Rosman High School,2,0,7,0,ongoing
2021-01-26,K-12 School,Transylvania,Rosman High School,2,0,7,0,ongoing
2020-12-01,K-12 School,Union,Ivybrook Academy,1,0,4,0,ongoing
2020-12-11,Child Care,Union,Ivybrook Academy,1,0,4,0,ongoing
2020-12-18,Child Care,Union,Ivybrook Academy,1,0,4,0,ongoing
2020-12-22,Child Care,Union,Ivybrook Academy,1,0,4,0,ongoing
2020-11-13,Child Care,Union,LeafSpring School at Matthews,3,0,4,0,ongoing
2020-11-17,Child Care,Union,LeafSpring School at Matthews,3,0,4,0,ongoing
2020-11-24,Child Care,Union,LeafSpring School at Matthews,3,0,4,0,ongoing
2020-12-11,Child Care,Union,LeafSpring School at Matthews,3,0,4,0,resolved
2020-12-04,K-12 School,Union,Metrolina Christian Academy,1,0,6,0,ongoing
2020-12-08,K-12 School,Union,Metrolina Christian Academy,1,0,6,0,ongoing
2020-12-11,K-12 School,Union,Metrolina Christian Academy,2,0,8,0,ongoing
2020-12-15,K-12 School,Union,Metrolina Christian Academy,2,0,8,0,ongoing
2020-12-18,K-12 School,Union,Metrolina Christian Academy,2,0,8,0,ongoing
2020-12-22,K-12 School,Union,Metrolina Christian Academy,2,0,8,0,ongoing
2021-01-05,K-12 School,Union,Metrolina Christian Academy,2,0,8,0,ongoing
2021-01-08,K-12 School,Union,Metrolina Christian Academy,2,0,8,0,ongoing
2021-02-02,K-12 School,Union,Porter Ridge High School,0,0,5,0,ongoing
2021-02-05,K-12 School,Union,Porter Ridge High School,0,0,5,0,ongoing
2021-01-26,K-12 School,Union,Weddington Elementary School,2,0,3,0,ongoing
2021-01-29,K-12 School,Union,Weddington Elementary School,2,0,3,0,ongoing
2021-02-02,K-12 School,Union,Weddington Elementary School,2,0,3,0,ongoing
2021-02-05,K-12 School,Union,Weddington Elementary School,2,0,3,0,ongoing
2020-12-22,Child Care,Wake,Appletree Child Development Center,4,0,1,0,ongoing
2021-01-26,Child Care,Wake,Appletree Child Development Center,4,0,1,0,ongoing
2020-10-30,Child Care,Wake,Appletree Development Center,6,0,0,0,ongoing
2020-11-13,Child Care,Wake,Appletree Development Center,6,0,0,0,ongoing
2020-11-17,Child Care,Wake,Appletree Development Center,6,0,0,0,ongoing
2020-11-24,Child Care,Wake,Appletree Development Center,6,0,0,0,ongoing
2020-12-11,Child Care,Wake,Appletree Development Center,6,0,0,0,ongoing
2020-12-18,Child Care,Wake,Appletree Development Center,6,0,0,0,resolved
2021-02-05,Child Care,Wake,Bright Horizons Children's Center Cary,5,0,0,0,ongoing
2020-12-04,K-12 School,Wake,Cardinal Cardinal Charter Academy,2,0,3,0,ongoing
2020-12-11,K-12 School,Wake,Cardinal Cardinal Charter Academy,2,0,3,0,ongoing
2020-12-18,K-12 School,Wake,Cardinal Cardinal Charter Academy,2,0,3,0,ongoing
2020-12-22,K-12 School,Wake,Cardinal Cardinal Charter Academy,2,0,3,0,ongoing
2020-12-08,K-12 School,Wake,Cardinal Charter Academy,2,0,3,0,ongoing
2020-12-15,K-12 School,Wake,Cardinal Charter Academy,2,0,3,0,ongoing
2021-01-05,K-12 School,Wake,Cardinal Charter Academy,2,0,3,0,ongoing
2021-01-08,K-12 School,Wake,Cardinal Charter Academy,2,0,3,0,ongoing
2021-01-12,K-12 School,Wake,Cardinal Charter Academy,2,0,3,0,ongoing
2021-01-15,K-12 School,Wake,Cardinal Charter Academy,2,0,3,0,ongoing
2021-01-19,K-12 School,Wake,Cardinal Charter Academy,2,0,3,0,ongoing
2021-01-22,K-12 School,Wake,Cardinal Charter Academy,2,0,3,0,ongoing
2021-01-26,K-12 School,Wake,Cardinal Charter Academy,2,0,3,0,ongoing
2021-01-26,K-12 School,Wake,Cardinal Gibbons High School,2,0,3,0,ongoing
2021-01-29,K-12 School,Wake,Cardinal Gibbons High School,2,0,3,0,ongoing
2021-02-02,K-12 School,Wake,Cardinal Gibbons High School,2,0,3,0,ongoing
2021-02-05,K-12 School,Wake,Cardinal Gibbons High School,2,0,3,0,ongoing
2020-12-04,K-12 School,Wake,Cary Christian School,2,0,5,0,ongoing
2020-12-08,K-12 School,Wake,Cary Christian School,2,0,5,0,ongoing
2020-12-11,K-12 School,Wake,Cary Christian School,2,0,5,0,ongoing
2020-12-15,K-12 School,Wake,Cary Christian School,2,0,5,0,ongoing
2020-12-18,K-12 School,Wake,Cary Christian School,2,0,5,0,ongoing
2020-12-22,K-12 School,Wake,Cary Christian School,2,0,5,0,ongoing
2021-01-05,K-12 School,Wake,Cary Christian School,2,0,5,0,ongoing
2021-01-08,K-12 School,Wake,Cary Christian School,2,0,5,0,ongoing
2021-01-12,K-12 School,Wake,Cary Christian School,2,0,5,0,ongoing
2021-01-15,K-12 School,Wake,Cary Christian School,2,0,5,0,ongoing
2021-01-19,K-12 School,Wake,Cary Christian School,2,0,5,0,ongoing
2021-01-22,K-12 School,Wake,Cary Christian School,2,0,5,0,ongoing
2021-01-26,K-12 School,Wake,Cary Christian School,2,0,5,0,ongoing
2021-01-29,K-12 School,Wake,Cary Christian School,3,0,2,0,ongoing
2021-02-02,K-12 School,Wake,Cary Christian School,3,0,2,0,ongoing
2021-02-05,K-12 School,Wake,Cary Christian School,3,0,2,0,ongoing
2021-01-15,K-12 School,Wake,Cary High School,2,0,3,0,ongoing
2021-01-19,K-12 School,Wake,Cary High School,2,0,3,0,ongoing
2021-01-22,K-12 School,Wake,Cary High School,2,0,3,0,ongoing
2021-01-26,K-12 School,Wake,Cary High School,2,0,3,0,ongoing
2021-01-29,K-12 School,Wake,Cary High School,2,0,3,0,ongoing
2021-02-02,K-12 School,Wake,Cary High School,2,0,3,0,ongoing
2021-02-05,K-12 School,Wake,Cary High School,2,0,3,0,ongoing
2020-12-11,Child Care,Wake,Creative Kidz Academy,5,0,2,0,ongoing
2020-12-18,Child Care,Wake,Creative Kidz Academy,5,0,2,0,ongoing
2020-12-22,Child Care,Wake,Creative Kidz Academy,5,0,2,0,ongoing
2021-01-26,Child Care,Wake,Creative Kidz Academy,5,0,2,0,ongoing
2020-11-24,Child Care,Wake,Falls Academy Day Care,3,0,2,0,ongoing
2020-12-11,Child Care,Wake,Falls Academy Day Care,3,0,2,0,ongoing
2020-12-18,Child Care,Wake,Falls Academy Day Care,3,0,2,0,ongoing
2020-12-22,Child Care,Wake,Falls Academy Day Care,3,0,2,0,ongoing
2021-01-26,Child Care,Wake,Falls Academy Day Care,3,0,2,0,ongoing
2021-01-26,Child Care,Wake,Foundations Academy,3,0,6,0,ongoing
2021-02-05,Child Care,Wake,Foundations Academy,3,0,6,0,ongoing
2020-08-21,Child Care,Wake,Goddard School of Holly Springs,4,0,8,0,ongoing
2020-08-25,Child Care,Wake,Goddard School of Holly Springs,4,0,8,0,ongoing
2020-08-28,Child Care,Wake,Goddard School of Holly Springs,4,0,8,0,ongoing
2020-12-18,K-12 School,Wake,Grace Christian School,1,0,7,0,ongoing
2020-12-22,K-12 School,Wake,Grace Christian School,1,0,7,0,ongoing
2021-01-05,K-12 School,Wake,Grace Christian School,1,0,7,0,ongoing
2021-01-08,K-12 School,Wake,Grace Christian School,1,0,7,0,ongoing
2021-01-12,K-12 School,Wake,Grace Christian School,1,0,7,0,ongoing
2021-01-15,K-12 School,Wake,Grace Christian School,1,0,7,0,ongoing
2021-01-19,K-12 School,Wake,Grace Christian School,1,0,7,0,ongoing
2021-01-22,K-12 School,Wake,Grace Christian School,1,0,7,0,ongoing
2021-01-26,K-12 School,Wake,Grace Christian School,1,0,7,0,ongoing
2021-02-05,Child Care,Wake,Kids R Kids - Wake Forest,3,0,2,0,ongoing
2020-11-13,Child Care,Wake,Kids R Kids - West Cary,1,0,5,0,ongoing
2020-11-17,Child Care,Wake,Kids R Kids - West Cary,1,0,5,0,ongoing
2020-11-24,Child Care,Wake,Kids R Kids - West Cary,1,0,5,0,ongoing
2020-12-11,Child Care,Wake,Kids R Kids - West Cary,1,0,5,0,ongoing
2020-12-18,Child Care,Wake,Kids R Kids - West Cary,1,0,5,0,resolved
2020-11-13,Child Care,Wake,Kindercare Learning Center,5,0,0,0,ongoing
2020-11-17,Child Care,Wake,Kindercare Learning Center,5,0,0,0,ongoing
2020-11-24,Child Care,Wake,Kindercare Learning Center,5,0,0,0,ongoing
2020-12-11,Child Care,Wake,Kindercare Learning Center,5,0,0,0,ongoing
2020-12-18,Child Care,Wake,Kindercare Learning Center,5,0,0,0,resolved
2020-12-11,Child Care,Wake,Knightdale KinderCare,3,0,2,0,ongoing
2020-12-18,Child Care,Wake,Knightdale KinderCare,3,0,2,0,ongoing
2020-12-22,Child Care,Wake,Knightdale KinderCare,3,0,2,0,ongoing
2021-01-26,Child Care,Wake,Knightdale KinderCare,3,0,2,0,ongoing
2020-09-22,Child Care,Wake,Kreepers and Krawlers Daycare,4,0,6,0,ongoing
2020-09-25,Child Care,Wake,Kreepers and Krawlers Daycare,4,0,6,0,ongoing
2020-09-29,Child Care,Wake,Kreepers and Krawlers Daycare,4,0,6,0,ongoing
2020-10-02,Child Care,Wake,Kreepers and Krawlers Daycare,4,0,6,0,ongoing
2021-02-05,Child Care,Wake,La Petite Academy,3,0,2,0,ongoing
2021-02-05,Child Care,Wake,Lightbridge Academy - Holly Springs,2,0,8,0,ongoing
2020-12-18,K-12 School,Wake,Lynn Road Elementary School,3,0,2,0,ongoing
2020-12-22,K-12 School,Wake,Lynn Road Elementary School,3,0,2,0,ongoing
2021-01-05,K-12 School,Wake,Lynn Road Elementary School,3,0,2,0,ongoing
2021-01-08,K-12 School,Wake,Lynn Road Elementary School,3,0,2,0,ongoing
2021-01-12,K-12 School,Wake,Lynn Road Elementary School,3,0,2,0,ongoing
2021-01-15,K-12 School,Wake,Lynn Road Elementary School,3,0,2,0,ongoing
2021-01-19,K-12 School,Wake,Lynn Road Elementary School,3,0,2,0,ongoing
2021-01-22,K-12 School,Wake,Lynn Road Elementary School,3,0,2,0,ongoing
2021-01-26,K-12 School,Wake,Lynn Road Elementary School,3,0,2,0,ongoing
2021-02-02,K-12 School,Wake,Neuse Christian Academy,2,0,5,0,ongoing
2021-02-05,K-12 School,Wake,Neuse Christian Academy,2,0,5,0,ongoing
2021-01-15,K-12 School,Wake,North Raleigh Christian Academy,0,0,5,0,ongoing
2021-01-19,K-12 School,Wake,North Raleigh Christian Academy,0,0,5,0,ongoing
2021-01-22,K-12 School,Wake,North Raleigh Christian Academy,0,0,5,0,ongoing
2021-01-26,K-12 School,Wake,North Raleigh Christian Academy  #1,0,0,5,0,ongoing
2021-01-29,K-12 School,Wake,North Raleigh Christian Academy  #1,0,0,5,0,ongoing
2021-02-02,K-12 School,Wake,North Raleigh Christian Academy  #1,0,0,5,0,ongoing
2021-02-05,K-12 School,Wake,North Raleigh Christian Academy  #1,0,0,5,0,ongoing
2021-01-26,K-12 School,Wake,North Raleigh Christian Academy #2,0,0,5,0,ongoing
