school,county,school_new,county_new
CHILDREN'S PARADISE LEARNING CENTER 5,MIAMI-DADE,CHILDREN'S PARADISE LEARNING CENTER 5,MIAMI-DADE
CHILDREN'S PARADISE LEARNING CENTER 6 INC.,MIAMI-DADE,CHILDREN'S PARADISE LEARNING CENTER 6 INC.,MIAMI-DADE
CHILDREN'S PARADISE LEARNING CENTER INC 4,MIAMI-DADE,CHILDREN'S PARADISE LEARNING CENTER INC 4,MIAMI-DADE
CHILDREN'S PARADISE LEARNING CENTER INC.,MIAMI-DADE,CHILDREN'S PARADISE LEARNING CENTER INC.,MIAMI-DADE
CHILDREN'S PARADISE LEARNING CENTER.INC,MIAMI-DADE,CHILDREN'S PARADISE LEARNING CENTER INC.,MIAMI-DADE
CHILDREN'S PLACE LEARNING CENTER,MIAMI-DADE,CHILDREN'S PLACE LEARNING CENTER,MIAMI-DADE
CHILDREN'S RAINBOW DAYSCHOOL ACADEMY,MIAMI-DADE,CHILDREN'S RAINBOW DAYSCHOOL ACADEMY,MIAMI-DADE
CHILDREN'S READING CENTER,PUTNAM,CHILDRENS READING CENTER CHARTER SCHOOL,PUTNAM
CHILDREN'S RESOURCES,MIAMI-DADE,CHILDREN'S RESOURCES,MIAMI-DADE
CHILDRENS PARADISE LEARNING CENTER 3,MIAMI-DADE,CHILDREN'S PARADISE LEARNING CENTER 3,MIAMI-DADE
CHILDRENS READING CENTER CHARTER SCHOOL,PUTNAM,CHILDRENS READING CENTER CHARTER SCHOOL,PUTNAM
CHILES ELEMENTARY SCHOOL,HILLSBOROUGH,CHILES ELEMENTARY SCHOOL,HILLSBOROUGH
CHILES MIDDLE SCHOOL,SEMINOLE,CHILES MIDDLE SCHOOL,SEMINOLE
CHIMNEY LAKES ELEMENTARY SCHOOL,DUVAL,CHIMNEY LAKES ELEMENTARY SCHOOL,DUVAL
CHIPLEY HIGH SCHOOL,WASHINGTON,CHIPLEY HIGH SCHOOL,WASHINGTON
CHIPLEY HS,WASHINGTON,CHIPLEY HIGH SCHOOL,WASHINGTON
CHIPOLA COLLEGE,JACKSON,CHIPOLA COLLEGE,JACKSON
CHIPOLA COMMUNITY COLLEGE,JACKSON,CHIPOLA COMMUNITY COLLEGE,JACKSON
CHISHOLM ELEMENTARY SCHOOL,VOLUSIA,CHISHOLM ELEMENTARY SCHOOL,VOLUSIA
CHOCACHATTI ELEMENTARY SCHOOL,HERNANDO,CHOCACHATTI ELEMENTARY SCHOOL,HERNANDO
CHOCTAWHATCHEE HIGH SCHOOL,OKALOOSA,CHOCTAWHATCHEE HIGH SCHOOL,OKALOOSA
CHOCTAWHATCHEE SENIOR HIGH SCHOOL,OKALOOSA,CHOCTAWHATCHEE HIGH SCHOOL,OKALOOSA
CHOICE FAST TRACK-OTC,OKALOOSA,CHOICE FAST TRACK-OTC,OKALOOSA
CHOICES IN LEARNING CHARTER,SEMINOLE,CHOICES IN LEARNING CHARTER,SEMINOLE
CHOLEE LAKE ELEMENTARY SCHOOL,PALM BEACH,CHOLEE LAKE ELEMENTARY SCHOOL,PALM BEACH
CHOSEN GENERATION CHRISTIAN ACADEMY,OSCEOLA,CHOSEN GENERATION CHRISTIAN ACADEMY,OSCEOLA
CHRIST CHILDREN ACADEMY,MIAMI-DADE,CHRIST CHILDREN ACADEMY,MIAMI-DADE
CHRIST CHURCH SCHOOL,BROWARD,CHRIST CHURCH SCHOOL,BROWARD
CHRIST CLASSICAL ACADEMY,LEON,CHRIST CLASSICAL ACADEMY,LEON
CHRIST FELLOWSHIP ACADEMY,MIAMI-DADE,CHRIST FELLOWSHIP ACADEMY,MIAMI-DADE
CHRIST LUTHERAN SCHOOL,ST. LUCIE,CHRIST LUTHERAN SCHOOL,ST. LUCIE
CHRIST THE KING CATHOLIC,DUVAL,CHRIST THE KING CATHOLIC,DUVAL
CHRIST THE KING CATHOLIC SCHOOL,HILLSBOROUGH,CHRIST THE KING CATHOLIC SCHOOL,HILLSBOROUGH
CHRIST THE KING LUTHERAN SCHOOL,FLAGLER,CHRIST THE KING LUTHERAN SCHOOL,FLAGLER
CHRIST'S CHURCH ACADEMY,DUVAL,CHRIST'S CHURCH ACADEMY,DUVAL
CHRISTA MCAULIFFE ELEMENTARY SCHOOL,BREVARD,CHRISTA MCAULIFFE ELEMENTARY SCHOOL,BREVARD
CHRISTA MCAULIFFE MIDDLE SCHOOL,PALM BEACH,CHRISTA MCAULIFFE MIDDLE SCHOOL,PALM BEACH
CHRISTI ACADEMY,BROWARD,CHRISTI ACADEMY,BROWARD
CHRISTIAN ACADEMY OF EXCELLENCE,BROWARD,CHRISTIAN ACADEMY OF EXCELLENCE,BROWARD
CHRISTIAN CROSSINGS ACADEMY,PASCO,CHRISTIAN CROSSINGS ACADEMY,PASCO
CHRISTIAN HERITAGE ACADEMY,DUVAL,CHRISTIAN HERITAGE ACADEMY,DUVAL
CHRISTIAN HOME ACADEMY,CLAY,CHRISTIAN HOME ACADEMY,CLAY
CHRISTIAN INSTITUTE OF ARTS AND SCIENCES,ESCAMBIA,CHRISTIAN INSTITUTE OF ARTS AND SCIENCES,ESCAMBIA
CHRISTIAN LEARNING ACADEMY APOPKA INC.,ORANGE,CHRISTIAN LEARNING ACADEMY APOPKA INC.,ORANGE
CHRISTIAN LIFE ACADEMY,BROWARD,CHRISTIAN LIFE ACADEMY,BROWARD
CHRISTIAN LIFE ACADEMY OF LEE COUNTY,LEE,CHRISTIAN LIFE ACADEMY OF LEE COUNTY,LEE
CHRISTINA M. EVE ELEMENTARY SCHOOL,MIAMI-DADE,CHRISTINA M. EVE ELEMENTARY SCHOOL,MIAMI-DADE
CHRISTOPHER COLUMBUS HIGH SCHOOL,MIAMI-DADE,CHRISTOPHER COLUMBUS HIGH SCHOOL,MIAMI-DADE
CHUMUCKLA ELEMENTARY SCHOOL,SANTA ROSA,CHUMUCKLA ELEMENTARY SCHOOL,SANTA ROSA
CIMINO ELEMENTARY SCHOOL,HILLSBOROUGH,CIMINO ELEMENTARY SCHOOL,HILLSBOROUGH
CINCO CHRISTIAN SCHOOL,OKALOOSA,CINCO CHRISTIAN SCHOOL,OKALOOSA
CINDERELLA SCHOOL,MIAMI-DADE,CINDERELLA SCHOOL,MIAMI-DADE
CIRCLE CHRISTIAN SCHOOL OVIEDO CAMPUS,SEMINOLE,CIRCLE CHRISTIAN SCHOOL OVIEDO CAMPUS,SEMINOLE
CIRCLE CHRISTIAN SCHOOL WINTER GARDEN CAMPUS,ORANGE,CIRCLE CHRISTIAN SCHOOL WINTER GARDEN CAMPUS,ORANGE
CIRCLE CHRISTIAN SCHOOL WINTER PARK CAMPUS,ORANGE,CIRCLE CHRISTIAN SCHOOL WINTER PARK CAMPUS,ORANGE
CIRCLE CHRISTIAN SCHOOL WINTER SPRINGS CAMPUS,SEMINOLE,CIRCLE CHRISTIAN SCHOOL WINTER SPRINGS CAMPUS,SEMINOLE
CITI CHRISTIAN ACADEMY,MIAMI-DADE,CITI CHRISTIAN ACADEMY,MIAMI-DADE
CITRUS COVE ELEMENTARY SCHOOL,PALM BEACH,CITRUS COVE ELEMENTARY SCHOOL,PALM BEACH
CITRUS DISTRICT OFFICE,CITRUS,CITRUS DISTRICT OFFICE,CITRUS
CITRUS ELEMANTRY SCHOOL,UNKNOWN,CITRUS ELEMANTARY SCHOOL,CITRUS
CITRUS ELEMENTARY,ORANGE,CITRUS ELEMENTARY SCHOOL,ORANGE
CITRUS ELEMENTARY SCHOOL,INDIAN RIVER,CITRUS ELEMENTARY SCHOOL,INDIAN RIVER
CITRUS GROVE ELEMENTARY,MARTIN,CITRUS GROVE ELEMENTARY SCHOOL,MARTIN
CITRUS GROVE ELEMENTARY SCHOOL,MIAMI-DADE,CITRUS GROVE ELEMENTARY SCHOOL,MIAMI-DADE
CITRUS GROVE ELEMENTARY SCHOOL,VOLUSIA,CITRUS GROVE ELEMENTARY SCHOOL,VOLUSIA
CITRUS GROVE MIDDLE SCHOOL,MIAMI-DADE,CITRUS GROVE MIDDLE SCHOOL,MIAMI-DADE
CITRUS HEIGHTS ACADEMY,LAKE,CITRUS HEIGHTS ACADEMY,LAKE
CITRUS HIGH SCHOOL,CITRUS,CITRUS HIGH SCHOOL,CITRUS
CITRUS PARK ELEMENTARY SCHOOL,HILLSBOROUGH,CITRUS PARK ELEMENTARY SCHOOL,HILLSBOROUGH
CITRUS RIDGE A CIVICS ACADEMY,POLK,CITRUS RIDGE A CIVICS ACADEMY,POLK
CITRUS SPRINGS ELEMENTARY SCHOOL,CITRUS,CITRUS SPRINGS ELEMENTARY SCHOOL,CITRUS
CITRUS SPRINGS MIDDLE SCHOOL,CITRUS,CITRUS SPRINGS MIDDLE SCHOOL,CITRUS
CITY CHURCH ACADEMY,SEMINOLE,CITY CHURCH ACADEMY,SEMINOLE
CITY OF HIALEAH EDUCATION ACADEMY,MIAMI-DADE,CITY OF HIALEAH EDUCATION ACADEMY,MIAMI-DADE
CITY OF LIFE CHRISTIAN ACADEMY,OSCEOLA,CITY OF LIFE CHRISTIAN ACADEMY,OSCEOLA
CITY OF PALMS CHARTER HIGH SCHOOL,LEE,CITY OF PALMS CHARTER HIGH SCHOOL,LEE
CITY OF PEMBROKE PINES ACADEMIC VILLAGE MIDDLE SCH,BROWARD,CITY OF PEMBROKE PINES ACADEMIC VILLAGE MIDDLE SCHOOL,BROWARD
CITY OF PEMBROKE PINES ACADEMIC VILLAGE MIDDLE SCHO,BROWARD,CITY OF PEMBROKE PINES ACADEMIC VILLAGE MIDDLE SCHOOL,BROWARD
CITY OF PEMBROKE PINES CENTRAL CAMPUS MIDDLE,BROWARD,CITY OF PEMBROKE PINES CENTRAL CAMPUS MIDDLE,BROWARD
CITY OF PEMBROKE PINES CENTRAL ELEMENTARY,BROWARD,CITY OF PEMBROKE PINES CENTRAL ELEMENTARY SCHOOL,BROWARD
CITY/PEMBROKE PINES CHARTER HIGH SCHOOL,BROWARD,CITY/PEMBROKE PINES CHARTER HIGH SCHOOL,BROWARD
CITY/PEMBROKE PINES CHARTER MIDDLE SCHOOL,BROWARD,CITY/PEMBROKE PINES CHARTER MIDDLE SCHOOL,BROWARD
CLAIR-MEL ELEMENTARY SCHOOL,HILLSBOROUGH,CLAIR-MEL ELEMENTARY SCHOOL,HILLSBOROUGH
CLARENCE BOSWELL ELEMENTARY SCHOOL,POLK,CLARENCE BOSWELL ELEMENTARY SCHOOL,POLK
CLARK ADVANCED LEARNING CENTER,MARTIN,CLARK ADVANCED LEARNING CENTER,MARTIN
CLARK ELEMENTARY SCHOOL,HILLSBOROUGH,CLARK ELEMENTARY SCHOOL,HILLSBOROUGH
CLARKE SCHOOLS FOR HEARING AND SPEECH/JACKS,DUVAL,CLARKE SCHOOLS FOR HEARING AND SPEECH/JACKS,DUVAL
CLASSICAL CHRISTIAN ACADEMY INC.,LEE,CLASSICAL CHRISTIAN ACADEMY INC.,LEE
CLASSICAL CHRISTIAN SCHOOL FOR THE ARTS INC.,PINELLAS,CLASSICAL CHRISTIAN SCHOOL FOR THE ARTS INC.,PINELLAS
CLASSICAL PREPARATORY SCHOOL,PASCO,CLASSICAL PREPARATORY SCHOOL,PASCO
CLAUDE PEPPER ELEMENTARY SCHOOL,MIAMI-DADE,CLAUDE PEPPER ELEMENTARY SCHOOL,MIAMI-DADE
CLAY CHARTER ACADEMY,CLAY,CLAY CHARTER ACADEMY,CLAY
CLAY DISTRICT OFFICE,CLAY,CLAY DISTRICT OFFICE,CLAY
CLAY HIGH SCHOOL,CLAY,CLAY HIGH SCHOOL,CLAY
CLAY HILL ELEMENTARY SCHOOL,CLAY,CLAY HILL ELEMENTARY SCHOOL,CLAY
CLAY SPRINGS ELEMENTARY,ORANGE,CLAY SPRINGS ELEMENTARY SCHOOL,ORANGE
CLAYWELL ELEMENTARY SCHOOL,HILLSBOROUGH,CLAYWELL ELEMENTARY SCHOOL,HILLSBOROUGH
CLEARVIEW ADULT EDUCATION CENTER,PINELLAS,CLEARVIEW ADULT EDUCATION CENTER,PINELLAS
CLEARWATER ACCADEMY INTERNATIONAL,PINELLAS,CLEARWATER ACCADEMY INTERNATIONAL,PINELLAS
CLEARWATER ADULT EDUCATION CENTER,PINELLAS,CLEARWATER ADULT EDUCATION CENTER,PINELLAS
CLEARWATER CENTRAL CATHOLIC HIGH SCHOOL,PINELLAS,CLEARWATER CENTRAL CATHOLIC HIGH SCHOOL,PINELLAS
CLEARWATER FUNDAMENTAL MIDDLE SCHOOL,PINELLAS,CLEARWATER FUNDAMENTAL MIDDLE SCHOOL,PINELLAS
CLEARWATER HIGH SCHOOL,PINELLAS,CLEARWATER HIGH SCHOOL,PINELLAS
CLEARWATER INTERMEDIATE,PINELLAS,CLEARWATER INTERMEDIATE,PINELLAS
CLERMONT ELEMENTARY SCHOOL,LAKE,CLERMONT ELEMENTARY SCHOOL,LAKE
CLERMONT MIDDLE SCHOOL,LAKE,CLERMONT MIDDLE SCHOOL,LAKE
CLEVELAND COURT ELEMENTARY SCHOOL,POLK,CLEVELAND COURT ELEMENTARY SCHOOL,POLK
CLEVELAND ELEMENTARY SCHOOL,HILLSBOROUGH,CLEVELAND ELEMENTARY SCHOOL,HILLSBOROUGH
CLEVER OAKS ACADEMY,BROWARD,CLEVER OAKS ACADEMY,BROWARD
CLEWISTON CHRISTIAN SCHOOL,HENDRY,CLEWISTON CHRISTIAN SCHOOL,HENDRY
CLEWISTON HIGH SCHOOL,HENDRY,CLEWISTON HIGH SCHOOL,HENDRY
CLEWISTON MIDDLE SCHOOL,HENDRY,CLEWISTON MIDDLE SCHOOL,HENDRY
CLEWISTON YOUTH DEVELOPMENTAL ACADEMY,HENDRY,CLEWISTON YOUTH DEVELOPMENTAL ACADEMY,HENDRY
CLIFFORD MEIGS MIDDLE SCHOOL,OKALOOSA,CLIFFORD MEIGS MIDDLE SCHOOL,OKALOOSA
CLIFFORD O TAYLOR/KIRKLANE ELEMENTARY,PALM BEACH,CLIFFORD O TAYLOR/KIRKLANE ELEMENTARY SCHOOL,PALM BEACH
CLUB MED ACADEMIES,ST. LUCIE,CLUB MED ACADEMIES,ST. LUCIE
COASTAL COMMUNITY SCHOOL,BREVARD,COASTAL COMMUNITY SCHOOL,BREVARD
COASTAL MIDDLE AND HIGH SCHOOL INC.,PALM BEACH,COASTAL MIDDLE AND HIGH SCHOOL INC.,PALM BEACH
COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,BREVARD,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,BREVARD
COCOA HIGH SCHOOL,BREVARD,COCOA HIGH SCHOOL,BREVARD
COCONUT CREEK ELEMENTARY SCHOOL,BROWARD,COCONUT CREEK ELEMENTARY SCHOOL,BROWARD
COCONUT CREEK HIGH SCHOOL,BROWARD,COCONUT CREEK HIGH SCHOOL,BROWARD
COCONUT GROVE ELEMENTARY SCHOOL,MIAMI-DADE,COCONUT GROVE ELEMENTARY SCHOOL,MIAMI-DADE
COCONUT GROVE MONTESSORI SCHOOL,MIAMI-DADE,COCONUT GROVE MONTESSORI SCHOOL,MIAMI-DADE
COCONUT PALM ELEMENTARY SCHOOL,BROWARD,COCONUT PALM ELEMENTARY SCHOOL,BROWARD
COCONUT PALM K-8 ACADEMY,MIAMI-DADE,COCONUT PALM K-8 ACADEMY,MIAMI-DADE
COLBERT ELEMENTARY,UNKNOWN,COLBERT ELEMENTARY SCHOOL,BROWARD
COLBERT ELEMENTARY SCHOOL,BROWARD,COLBERT ELEMENTARY SCHOOL,BROWARD
COLEMAN MIDDLE SCHOOL,HILLSBOROUGH,COLEMAN MIDDLE SCHOOL,HILLSBOROUGH
COLLAGE DAY SCHOOL,ST. JOHNS,COLLAGE DAY SCHOOL,ST. JOHNS
COLLEGE OF CENTRAL FLORIDA,MARION,COLLEGE OF CENTRAL FLORIDA,MARION
COLLEGE OF CENTRAL FLORIDA- CITRUS COUNTY CAMPUS,CITRUS,COLLEGE OF CENTRAL FLORIDA- CITRUS COUNTY CAMPUS,CITRUS
COLLEGE OF CENTRAL FLORIDA- LEVY CAMPUS,LEVY,COLLEGE OF CENTRAL FLORIDA- LEVY CAMPUS,LEVY
COLLEGE OF CENTRAL FLORIDA-CITRUS COUNTY,CITRUS,COLLEGE OF CENTRAL FLORIDA- CITRUS COUNTY CAMPUS,CITRUS
COLLEGE OF CENTRAL FLORIDA-LEVY,LEVY,COLLEGE OF CENTRAL FLORIDA- LEVY CAMPUS,LEVY
COLLEGE OF NURSING FLORIDA ATLANTIC UNIVERSITY,UNKNOWN,FLORIDA ATLANTIC UNIVERSITY,PALM BEACH
COLLEGE OF THE FLORIDA KEYS,MONROE,COLLEGE OF THE FLORIDA KEYS,MONROE
COLLEGE PARK ELEMENTARY SCHOOL,MARION,COLLEGE PARK ELEMENTARY SCHOOL,MARION
COLLEGE PARK MIDDLE,ORANGE,COLLEGE PARK MIDDLE,ORANGE
COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE,OKALOOSA,COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE,OKALOOSA
COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE C,OKALOOSA,COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE,OKALOOSA
COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE,OKALOOSA,COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE,OKALOOSA
COLLIER CHARTER ACADEMY,COLLIER,COLLIER CHARTER ACADEMY,COLLIER
COLLIER JUVENILE DETENTION CENTER,COLLIER,COLLIER JUVENILE DETENTION CENTER,COLLIER
COLLINS ELEMENTARY SCHOOL,BROWARD,COLLINS ELEMENTARY SCHOOL,BROWARD
COLLINS ELEMENTARY SCHOOL,HILLSBOROUGH,COLLINS ELEMENTARY SCHOOL,HILLSBOROUGH
COLONIAL CHRISTIAN SCHOOL,MIAMI-DADE,COLONIAL CHRISTIAN SCHOOL,MIAMI-DADE
COLONIAL DRIVE ELEMENTARY SCHOOL,MIAMI-DADE,COLONIAL DRIVE ELEMENTARY SCHOOL,MIAMI-DADE
COLONIAL ELEMENTARY SCHOOL,LEE,COLONIAL ELEMENTARY SCHOOL,LEE
COLONIAL HIGH,ORANGE,COLONIAL HIGH,ORANGE
COLSON ELEMENTARY SCHOOL,HILLSBOROUGH,COLSON ELEMENTARY SCHOOL,HILLSBOROUGH
COLUMBIA CITY ELEMENTARY SCHOOL,COLUMBIA,COLUMBIA CITY ELEMENTARY SCHOOL,COLUMBIA
COLUMBIA DISTRICT OFFICE,COLUMBIA,COLUMBIA DISTRICT OFFICE,COLUMBIA
COLUMBIA ELEMENTARY,ORANGE,COLUMBIA ELEMENTARY SCHOOL,ORANGE
COLUMBIA ELEMENTARY SCHOOL,BREVARD,COLUMBIA ELEMENTARY SCHOOL,BREVARD
COLUMBIA HIGH SCHOOL,COLUMBIA,COLUMBIA HIGH SCHOOL,COLUMBIA
COMBEE ACADEMY OF DESIGN AND ENGINEERING,POLK,COMBEE ACADEMY OF DESIGN AND ENGINEERING,POLK
COMMUNITY CHRISTIAN ACADEMY,MARTIN,COMMUNITY CHRISTIAN ACADEMY,MARTIN
COMMUNITY CHRISTIAN ACADEMY,PINELLAS,COMMUNITY CHRISTIAN ACADEMY,PINELLAS
COMMUNITY CHRISTIAN SCHOOL,CHARLOTTE,COMMUNITY CHRISTIAN SCHOOL,CHARLOTTE
COMMUNITY CHRISTIAN SCHOOL,LEON,COMMUNITY CHRISTIAN SCHOOL,LEON
COMMUNITY CHRISTIAN SCHOOL,MANATEE,COMMUNITY CHRISTIAN SCHOOL,MANATEE
COMMUNITY CHRISTIAN SCHOOL OF FIVE OAKS,PINELLAS,COMMUNITY CHRISTIAN SCHOOL OF FIVE OAKS,PINELLAS
COMMUNITY DAY SCHOOL,SARASOTA,COMMUNITY DAY SCHOOL,SARASOTA
COMMUNITY LEADERSHIP ACADEMY,LEON,COMMUNITY LEADERSHIP ACADEMY,LEON
COMMUNITY SCHOOL OF NAPLES,COLLIER,COMMUNITY SCHOOL OF NAPLES,COLLIER
COMMUNITY SCHOOL SOUTH,BROWARD,COMMUNITY SCHOOL SOUTH,BROWARD
COMPASS MIDDLE CHARTER SCHOOL,POLK,COMPASS MIDDLE CHARTER SCHOOL,POLK
COMPASS OUTREACH AND EDUCATION CENTER,BROWARD,COMPASS OUTREACH AND EDUCATION CENTER,BROWARD
COMPLIANCE SPECIALIST GRADE 1,UNKNOWN,,
"COMPLIANCE SPECIALIST, GRADE 1",UNKNOWN,,
COMSTOCK ELEMENTARY SCHOOL,MIAMI-DADE,COMSTOCK ELEMENTARY SCHOOL,MIAMI-DADE
CONCHITA ESPINOSA ACADEMY,MIAMI-DADE,CONCHITA ESPINOSA ACADEMY,MIAMI-DADE
CONCHITA ESPINOZA ACADEMY,UNKNOWN,CONCHITA ESPINOZA ACADEMY,MIAMI-DADE
CONCORDE CAREER INSTITUTE,BROWARD,CONCORDE CAREER INSTITUTE,BROWARD
CONCORDE CAREER INSTITUTE - JACKSONVILLE,DUVAL,CONCORDE CAREER INSTITUTE - JACKSONVILLE,DUVAL
CONCORDE CAREER INSTITUTE - MIRAMAR,BROWARD,CONCORDE CAREER INSTITUTE - MIRAMAR,BROWARD
CONCORDE CAREER INSTITUTE - TAMPA,HILLSBOROUGH,CONCORDE CAREER INSTITUTE - TAMPA,HILLSBOROUGH
CONCORDE CAREER INSTITUTE-MIRAMAR,BROWARD,CONCORDE CAREER INSTITUTE - MIRAMAR,BROWARD
CONCORDE CAREER INSTITUTE-TAMPA,HILLSBOROUGH,CONCORDE CAREER INSTITUTE - TAMPA,HILLSBOROUGH
CONCORDIA LUTHERAN SCHOOL,MIAMI-DADE,CONCORDIA LUTHERAN SCHOOL,MIAMI-DADE
CONCORDIA UNIVERSITY,UNKNOWN,,
CONDUCTIVE ED CTR OF ORLANDO INC.,ORANGE,CONDUCTIVE ED CTR OF ORLANDO INC.,ORANGE
CONGREGATION SCHAARAI ZEDEK,HILLSBOROUGH,CONGREGATION SCHAARAI ZEDEK,HILLSBOROUGH
CONGRESS COMMUNITY MIDDLE SCHOOL,PALM BEACH,CONGRESS COMMUNITY MIDDLE SCHOOL,PALM BEACH
CONLEY,UNKNOWN,,
CONNECTIONS EDUCATION CENTER OF THE PALM BEACHES,PALM BEACH,CONNECTIONS EDUCATION CENTER OF THE PALM BEACHES,PALM BEACH
CONNERTON ELEMENTARY SCHOOL,PASCO,CONNERTON ELEMENTARY SCHOOL,PASCO
CONNISTON MIDDLE SCHOOL,PALM BEACH,CONNISTON MIDDLE SCHOOL,PALM BEACH
CONWAY ELEMENTARY,ORANGE,CONWAY ELEMENTARY SCHOOL,ORANGE
CONWAY MIDDLE,ORANGE,CONWAY MIDDLE SCHOOL,ORANGE
COOPER CITY CHRISTIAN ACADEMY,BROWARD,COOPER CITY CHRISTIAN ACADEMY,BROWARD
COOPER CITY ELEMENTARY SCHOOL,BROWARD,COOPER CITY ELEMENTARY SCHOOL,BROWARD
COOPER CITY HIGH SCHOOL,BROWARD,COOPER CITY HIGH SCHOOL,BROWARD
COOPER CITY HS,BROWARD,COOPER CITY HIGH SCHOOL,BROWARD
COORDINATOR,UNKNOWN,,
COPE CENTER NORTH,MIAMI-DADE,COPE CENTER NORTH,MIAMI-DADE
COPPERGATE ELEMENTARY SCHOOL,CLAY,COPPERGATE ELEMENTARY SCHOOL,CLAY
COQUINA ELEMENTARY SCHOOL,BREVARD,COQUINA ELEMENTARY SCHOOL,BREVARD
CORAL COVE ELEMENTARY SCHOOL,BROWARD,CORAL COVE ELEMENTARY SCHOOL,BROWARD
CORAL GABLES PREPARATORY ACADEMY,MIAMI-DADE,CORAL GABLES PREPARATORY ACADEMY,MIAMI-DADE
CORAL GABLES PREPARATORY ACADEMY,UNKNOWN,CORAL GABLES PREPARATORY ACADEMY,MIAMI-DADE
CORAL GABLES SENIOR HIGH ADULT EDUCATION,MIAMI-DADE,CORAL GABLES SENIOR HIGH ADULT EDUCATION,MIAMI-DADE
CORAL GABLES SENIOR HIGH SCHOOL,MIAMI-DADE,CORAL GABLES SENIOR HIGH SCHOOL,MIAMI-DADE
CORAL GLADES HIGH SCHOOL,BROWARD,CORAL GLADES HIGH SCHOOL,BROWARD
CORAL PARK CHRISTIAN ACADEMY,MIAMI-DADE,CORAL PARK CHRISTIAN ACADEMY,MIAMI-DADE
CORAL PARK ELEMENTARY SCHOOL,BROWARD,CORAL PARK ELEMENTARY SCHOOL,BROWARD
CORAL PARK ELEMENTARY SCHOOL,MIAMI-DADE,CORAL PARK ELEMENTARY SCHOOL,MIAMI-DADE
CORAL REEF ELEMENTARY SCHOOL,MIAMI-DADE,CORAL REEF ELEMENTARY SCHOOL,MIAMI-DADE
CORAL REEF ELEMENTARY SCHOOL,PALM BEACH,CORAL REEF ELEMENTARY SCHOOL,PALM BEACH
CORAL REEF MONTESSORI ACADEMY CHARTER,MIAMI-DADE,CORAL REEF MONTESSORI ACADEMY CHARTER,MIAMI-DADE
CORAL REEF SENIOR HIGH SCHOOL,MIAMI-DADE,CORAL REEF SENIOR HIGH SCHOOL,MIAMI-DADE
CORAL SHORES HIGH SCHOOL,MONROE,CORAL SHORES HIGH SCHOOL,MONROE
CORAL SPRINGS CHARTER SCHOOL,BROWARD,CORAL SPRINGS CHARTER SCHOOL,BROWARD
CORAL SPRINGS HIGH SCHOOL,BROWARD,CORAL SPRINGS HIGH SCHOOL,BROWARD
CORAL SPRINGS K-8,BROWARD,CORAL SPRINGS PK-8,BROWARD
CORAL SPRINGS MIDDLE SCHOOL,BROWARD,CORAL SPRINGS MIDDLE SCHOOL,BROWARD
CORAL SPRINGS PK-8,BROWARD,CORAL SPRINGS PK-8,BROWARD
CORAL SUNSET ELEMENTARY SCHOOL,PALM BEACH,CORAL SUNSET ELEMENTARY SCHOOL,PALM BEACH
CORAL TERRACE ELEMENTARY SCHOOL,MIAMI-DADE,CORAL TERRACE ELEMENTARY SCHOOL,MIAMI-DADE
CORAL WAY K-8 CENTER,MIAMI-DADE,CORAL WAY K-8 CENTER,MIAMI-DADE
CORBETT PREPARATORY SCHOOL OF IDS,HILLSBOROUGH,CORBETT PREPARATORY SCHOOL OF IDS,HILLSBOROUGH
CORDOVA PARK ELEMENTARY SCHOOL,ESCAMBIA,CORDOVA PARK ELEMENTARY SCHOOL,ESCAMBIA
CORINTH CHRISTIAN ACADEMY,HAMILTON,CORINTH CHRISTIAN ACADEMY,HAMILTON
CORK ELEMENTARY SCHOOL,HILLSBOROUGH,CORK ELEMENTARY SCHOOL,HILLSBOROUGH
CORKSCREW ELEMENTARY SCHOOL,COLLIER,CORKSCREW ELEMENTARY SCHOOL,COLLIER
CORKSCREW MIDDLE SCHOOL,COLLIER,CORKSCREW MIDDLE SCHOOL,COLLIER
CORNER LAKE MIDDLE,ORANGE,CORNER LAKE MIDDLE,ORANGE
CORNERSTONE ACADEMY,ALACHUA,CORNERSTONE ACADEMY,ALACHUA
CORNERSTONE ACADEMY CHARTER,ORANGE,CORNERSTONE CHARTER ACADEMY HIGH,ORANGE
CORNERSTONE CHARTER ACADEMY HIGH,ORANGE,CORNERSTONE CHARTER ACADEMY HIGH,ORANGE
CORNERSTONE CHRISTIAN ACADEMY,HIGHLANDS,CORNERSTONE CHRISTIAN ACADEMY,HIGHLANDS
CORNERSTONE CHRISTIAN SCHOOL,DUVAL,CORNERSTONE CHRISTIAN SCHOOL,DUVAL
CORNERSTONE CHRISTIAN SCHOOL,PINELLAS,CORNERSTONE CHRISTIAN SCHOOL,PINELLAS
CORNERSTONE CLASSICAL ACADEMY,DUVAL,CORNERSTONE CLASSICAL ACADEMY,DUVAL
